"","site","drate","spp","lev","weight"
"1","clayplain",0.05,"SO",0.686760768859068,0.65
"2","clayplain",0.05,"WO",1.47935819396822,0.3
"3","clayplain",0.05,"BM",0.215188705036433,0.05
