"","site","drate","spp","lev","weight"
"1","mountaintill",0.06,"BM",0.153801163323517,0.35
"2","mountaintill",0.06,"YB",3.22130734656571,0.35
"3","mountaintill",0.06,"RM",0.112018361972878,0.3
