"","site","drate","spp","lev","weight"
"1","mountaintill",0.04,"BM",0.791675385215231,0.35
"2","mountaintill",0.04,"YB",10.1798958153585,0.35
"3","mountaintill",0.04,"RM",0.433414495918792,0.3
