"","site","drate","spp","lev","weight"
"1","lowlandspfr",0.03,"RS",0.204801877837835,0.475
"2","lowlandspfr",0.03,"BF",0.189022486701349,0.475
"3","lowlandspfr",0.03,"RM",0.091442636210201,0.05
