"","site","drate","spp","lev","weight"
"1","mountaintill",0.05,"BM",0.335819214330317,0.35
"2","mountaintill",0.05,"YB",5.58719689371569,0.35
"3","mountaintill",0.05,"RM",0.208332229790895,0.3
