"","site","drate","spp","lev","weight"
"1","clayplain",0.03,"SO",3.10743497360446,0.65
"2","clayplain",0.03,"WO",5.69937916395406,0.3
"3","clayplain",0.03,"BM",1.21845661037895,0.05
