"","site","drate","spp","lev","weight"
"1","granitictill",0.05,"WP",0.554126230326904,0.45
"2","granitictill",0.05,"RM",0.245197508586236,0.25
"3","granitictill",0.05,"YB",3.91257277673885,0.3
