"","site","drate","spp","lev","weight"
"1","granitictill",0.04,"WP",0.937005997683745,0.45
"2","granitictill",0.04,"RM",0.50703339341628,0.25
"3","granitictill",0.04,"YB",7.54256131663886,0.3
