"","site","drate","spp","lev","weight"
"1","lowlandspfr",0.04,"RS",0.109337114732415,0.475
"2","lowlandspfr",0.04,"BF",0.100913006919968,0.475
"3","lowlandspfr",0.04,"RM",0.0506712513965089,0.05
