"","site","drate","spp","lev","weight"
"1","granitictill",0.06,"WP",0.346638242838318,0.45
"2","granitictill",0.06,"RM",0.126693865653213,0.25
"3","granitictill",0.06,"YB",2.16242872176704,0.3
