"","site","drate","spp","lev","weight"
"1","granitictill",0.03,"WP",1.69094498777021,0.45
"2","granitictill",0.03,"RM",1.14177314284498,0.25
"3","granitictill",0.03,"YB",15.2646564995684,0.3
