"","site","drate","spp","lev","weight"
"1","clayplain",0.02,"SO",7.56461786265523,0.65
"2","clayplain",0.02,"WO",13.2074123685059,0.3
"3","clayplain",0.02,"BM",3.27849597749477,0.05
