"","site","drate","spp","lev","weight"
"1","lowlandspfr",0.05,"RS",0.06131228560756,0.475
"2","lowlandspfr",0.05,"BF",0.0565883516950023,0.475
"3","lowlandspfr",0.05,"RM",0.0295616192532635,0.05
