"spp","site","n_trees","n_crop","prop_crop","max_crop_dbh","mean_crop_dbh","dbh_50pct","effective_dbh_threshold","scenario","factor_type","factor_value"
"BM","mountaintill",912,246,0.269736842105263,17,12.6463414634146,10,10,"price_1.5","price",1.5
"BM","richnhw",912,251,0.275219298245614,18,12.7729083665339,10,10,"price_1.5","price",1.5
"PB","clayplain",912,214,0.234649122807018,17,12.4953271028037,10,10,"price_1.5","price",1.5
"PB","granitictill",912,210,0.230263157894737,19,12.8380952380952,10,10,"price_1.5","price",1.5
"PB","mountaintill",912,189,0.207236842105263,19,13.2486772486772,11,11,"price_1.5","price",1.5
"PB","richnhw",912,188,0.206140350877193,18,13.186170212766,12,12,"price_1.5","price",1.5
"RM","clayplain",912,325,0.356359649122807,19,13.2092307692308,10,10,"price_1.5","price",1.5
"RM","granitictill",912,324,0.355263157894737,19,13.3395061728395,10,10,"price_1.5","price",1.5
"RM","mountaintill",912,334,0.366228070175439,20,13.6706586826347,10,10,"price_1.5","price",1.5
"RM","richnhw",912,335,0.367324561403509,20,13.7044776119403,10,10,"price_1.5","price",1.5
"SO","clayplain",912,328,0.359649122807018,20,13.125,10,10,"price_1.5","price",1.5
"SO","granitictill",912,341,0.37390350877193,20,13.3519061583578,10,10,"price_1.5","price",1.5
"SO","mountaintill",912,354,0.388157894736842,21,13.6045197740113,10,10,"price_1.5","price",1.5
"SO","richnhw",912,352,0.385964912280702,20,13.4914772727273,10,10,"price_1.5","price",1.5
"WO","clayplain",912,393,0.430921052631579,20,13.8066157760814,10,10,"price_1.5","price",1.5
"WO","granitictill",912,412,0.451754385964912,21,14.0485436893204,10,10,"price_1.5","price",1.5
"WO","mountaintill",912,410,0.449561403508772,21,14.0682926829268,10,10,"price_1.5","price",1.5
"WO","richnhw",912,410,0.449561403508772,20,14.0780487804878,10,10,"price_1.5","price",1.5
"WP","clayplain",912,21,0.0230263157894737,11,10.1428571428571,28,28,"price_1.5","price",1.5
"WP","granitictill",912,15,0.0164473684210526,11,10.4,28,28,"price_1.5","price",1.5
"WP","mountaintill",912,18,0.0197368421052632,12,10.6666666666667,28,28,"price_1.5","price",1.5
"WP","richnhw",912,9,0.00986842105263158,11,10.3333333333333,28,28,"price_1.5","price",1.5
"YB","clayplain",342,234,0.684210526315789,24,16.0598290598291,10,10,"price_1.5","price",1.5
"YB","granitictill",342,181,0.529239766081871,21,14.646408839779,10,10,"price_1.5","price",1.5
"YB","mountaintill",342,183,0.535087719298246,21,14.7322404371585,10,10,"price_1.5","price",1.5
"YB","richnhw",342,246,0.719298245614035,25,16.3943089430894,10,10,"price_1.5","price",1.5
"BM","clayplain",912,243,0.266447368421053,17,12.3004115226337,10,10,"price_2","price",2
"BM","granitictill",912,242,0.265350877192982,18,12.4214876033058,10,10,"price_2","price",2
"BM","mountaintill",912,259,0.283991228070175,18,12.6370656370656,10,10,"price_2","price",2
"BM","richnhw",912,261,0.286184210526316,18,12.7164750957854,10,10,"price_2","price",2
"PB","clayplain",912,223,0.244517543859649,17,12.4843049327354,10,10,"price_2","price",2
"PB","granitictill",912,228,0.25,19,12.8421052631579,10,10,"price_2","price",2
"PB","mountaintill",912,218,0.239035087719298,19,13.1605504587156,10,10,"price_2","price",2
"PB","richnhw",912,223,0.244517543859649,18,13.0448430493274,10,10,"price_2","price",2
"RM","clayplain",912,334,0.366228070175439,19,13.2365269461078,10,10,"price_2","price",2
"RM","granitictill",912,333,0.365131578947368,19,13.3333333333333,10,10,"price_2","price",2
"RM","mountaintill",912,349,0.382675438596491,20,13.6704871060172,10,10,"price_2","price",2
"RM","richnhw",912,353,0.387061403508772,20,13.657223796034,10,10,"price_2","price",2
"SO","clayplain",912,329,0.360745614035088,20,13.1276595744681,10,10,"price_2","price",2
"SO","granitictill",912,346,0.379385964912281,20,13.3872832369942,10,10,"price_2","price",2
"SO","mountaintill",912,361,0.395833333333333,21,13.6343490304709,10,10,"price_2","price",2
"SO","richnhw",912,358,0.392543859649123,20,13.4664804469274,10,10,"price_2","price",2
"WO","clayplain",912,396,0.434210526315789,20,13.8409090909091,10,10,"price_2","price",2
"WO","granitictill",912,415,0.455043859649123,21,14.0578313253012,10,10,"price_2","price",2
"WO","mountaintill",912,416,0.456140350877193,21,14.0913461538462,10,10,"price_2","price",2
"WO","richnhw",912,419,0.459429824561404,21,14.109785202864,10,10,"price_2","price",2
"WP","clayplain",912,21,0.0230263157894737,11,10.1428571428571,28,28,"price_2","price",2
"WP","granitictill",912,36,0.0394736842105263,12,10.8333333333333,28,28,"price_2","price",2
"WP","mountaintill",912,30,0.0328947368421053,12,10.7,28,28,"price_2","price",2
"WP","richnhw",912,21,0.0230263157894737,12,10.4285714285714,28,28,"price_2","price",2
"YB","clayplain",342,235,0.687134502923977,24,16.0851063829787,10,10,"price_2","price",2
"YB","granitictill",342,181,0.529239766081871,21,14.646408839779,10,10,"price_2","price",2
"YB","mountaintill",342,187,0.546783625730994,21,14.8181818181818,10,10,"price_2","price",2
"YB","richnhw",342,246,0.719298245614035,25,16.3943089430894,10,10,"price_2","price",2
